Storm_ID,Name,Year,Date,Lat,Lon,Wind_Knots,Pressure_mb,R34_NE,R34_SE,R34_SW,R34_NW,R64_NE,R64_SE,R64_SW,R64_NW
AL152017,MARIA,2017,2017-09-26,32.6,-73.1,65,970,200,210,160,160,90,90,0,0
AL152017,MARIA,2017,2017-09-26,33.3,-73.1,65,970,200,210,160,160,90,90,0,0
AL152017,MARIA,2017,2017-09-26,33.9,-73.1,65,975,200,200,160,160,90,90,0,90
AL152017,MARIA,2017,2017-09-27,34.4,-73.0,65,975,200,200,160,160,90,90,0,90
AL152017,MARIA,2017,2017-09-27,34.9,-72.9,65,976,200,200,160,150,90,0,0,90
AL152017,MARIA,2017,2017-09-27,35.4,-72.8,65,977,200,200,160,150,90,0,0,90
AL152017,MARIA,2017,2017-09-27,36.0,-72.6,65,979,200,200,160,150,90,0,0,90
AL152017,MARIA,2017,2017-09-28,36.6,-72.2,65,979,200,200,160,150,90,0,0,90
AL152017,MARIA,2017,2017-09-28,36.7,-71.3,60,982,180,210,160,150,0,0,0,0
AL152017,MARIA,2017,2017-09-28,36.8,-70.0,60,982,180,210,160,150,0,0,0,0
AL152017,MARIA,2017,2017-09-28,36.8,-68.6,55,985,180,210,160,150,0,0,0,0
AL152017,MARIA,2017,2017-09-29,36.9,-66.8,55,985,180,200,160,150,0,0,0,0
AL152017,MARIA,2017,2017-09-29,37.0,-64.6,50,987,100,210,220,180,0,0,0,0
AL152017,MARIA,2017,2017-09-29,37.0,-62.0,50,988,100,210,220,180,0,0,0,0
AL152017,MARIA,2017,2017-09-29,37.4,-59.0,50,988,100,220,220,180,0,0,0,0
AL152017,MARIA,2017,2017-09-30,38.1,-55.6,50,988,100,220,220,180,0,0,0,0
AL152017,MARIA,2017,2017-09-30,39.1,-52.2,50,988,110,200,200,180,0,0,0,0
AL152017,MARIA,2017,2017-09-30,40.0,-48.8,50,988,110,200,200,180,0,0,0,0
AL152017,MARIA,2017,2017-09-30,41.2,-45.6,45,991,110,200,200,150,0,0,0,0
AL152017,MARIA,2017,2017-10-01,42.2,-42.6,45,994,110,200,200,150,0,0,0,0
AL152017,MARIA,2017,2017-10-01,43.4,-39.4,45,996,110,200,200,150,0,0,0,0
AL152017,MARIA,2017,2017-10-01,44.9,-35.5,45,999,110,200,200,150,0,0,0,0
AL152017,MARIA,2017,2017-10-01,46.5,-31.0,45,1003,110,200,200,150,0,0,0,0
AL152017,MARIA,2017,2017-10-02,47.5,-26.5,40,1005,0,0,200,150,0,0,0,0
AL152017,MARIA,2017,2017-10-02,48.0,-22.0,40,1012,0,0,200,150,0,0,0,0
AL152017,MARIA,2017,2017-10-02,48.0,-17.0,30,1016,0,0,0,0,0,0,0,0
AL162017,NATE,2017,2017-10-03,10.7,-80.8,20,1008,0,0,0,0,0,0,0,0
AL162017,NATE,2017,2017-10-03,11.1,-81.1,25,1007,0,0,0,0,0,0,0,0
AL162017,NATE,2017,2017-10-04,11.4,-81.2,25,1007,0,0,0,0,0,0,0,0
AL162017,NATE,2017,2017-10-04,11.7,-81.4,25,1006,0,0,0,0,0,0,0,0
AL162017,NATE,2017,2017-10-04,12.0,-81.8,25,1005,0,0,0,0,0,0,0,0
AL162017,NATE,2017,2017-10-04,12.3,-82.3,30,1005,0,0,0,0,0,0,0,0
AL162017,NATE,2017,2017-10-05,12.6,-82.7,30,1004,0,0,0,0,0,0,0,0
AL162017,NATE,2017,2017-10-05,13.1,-83.1,35,1001,30,0,0,0,0,0,0,0
AL162017,NATE,2017,2017-10-05,13.9,-83.5,35,999,40,40,0,0,0,0,0,0
AL162017,NATE,2017,2017-10-05,14.5,-84.0,35,1000,40,0,0,0,0,0,0,0
AL162017,NATE,2017,2017-10-06,15.3,-84.4,35,1000,50,0,0,0,0,0,0,0
AL162017,NATE,2017,2017-10-06,16.3,-84.7,40,999,80,80,0,0,0,0,0,0
AL162017,NATE,2017,2017-10-06,17.9,-84.7,40,996,100,80,0,0,0,0,0,0
AL162017,NATE,2017,2017-10-06,19.5,-85.2,45,995,110,80,20,0,0,0,0,0
AL162017,NATE,2017,2017-10-07,21.3,-85.9,55,990,110,80,50,0,0,0,0,0
AL162017,NATE,2017,2017-10-07,23.5,-86.5,70,987,110,90,50,40,30,0,0,0
AL162017,NATE,2017,2017-10-07,25.7,-87.9,80,986,110,90,50,40,30,30,0,0
AL162017,NATE,2017,2017-10-07,27.6,-88.9,80,981,110,100,50,80,35,35,0,0
AL162017,NATE,2017,2017-10-08,29.1,-89.2,75,983,110,100,40,70,30,30,0,0
AL162017,NATE,2017,2017-10-08,30.4,-89.0,65,984,90,100,40,70,25,30,0,0
AL162017,NATE,2017,2017-10-08,30.5,-88.9,60,984,60,100,0,0,0,0,0,0
AL162017,NATE,2017,2017-10-08,32.2,-88.0,35,993,0,40,0,0,0,0,0,0
AL162017,NATE,2017,2017-10-08,34.1,-87.1,25,996,0,0,0,0,0,0,0,0
AL162017,NATE,2017,2017-10-09,36.2,-85.7,20,999,0,0,0,0,0,0,0,0
AL162017,NATE,2017,2017-10-09,39.1,-83.4,20,1004,0,0,0,0,0,0,0,0
AL162017,NATE,2017,2017-10-09,41.5,-80.5,25,1005,0,0,0,0,0,0,0,0
AL162017,NATE,2017,2017-10-09,43.1,-76.3,25,1005,0,0,0,0,0,0,0,0
AL162017,NATE,2017,2017-10-10,44.2,-72.0,25,1006,0,0,0,0,0,0,0,0
AL162017,NATE,2017,2017-10-10,45.6,-67.6,25,1006,0,0,0,0,0,0,0,0
AL162017,NATE,2017,2017-10-10,46.1,-63.9,25,1007,0,0,0,0,0,0,0,0
AL162017,NATE,2017,2017-10-10,46.5,-60.4,25,1004,0,0,0,0,0,0,0,0
AL162017,NATE,2017,2017-10-11,47.5,-56.0,25,1001,0,0,0,0,0,0,0,0
AL182017,PHILIPPE,2017,2017-10-27,17.5,-84.2,30,1006,0,0,0,0,0,0,0,0
AL182017,PHILIPPE,2017,2017-10-28,18.2,-84.5,30,1006,0,0,0,0,0,0,0,0
AL182017,PHILIPPE,2017,2017-10-28,19.1,-84.3,30,1004,0,0,0,0,0,0,0,0
AL182017,PHILIPPE,2017,2017-10-28,20.1,-83.5,30,1003,0,0,0,0,0,0,0,0
AL182017,PHILIPPE,2017,2017-10-28,21.3,-82.4,35,1000,90,120,0,0,0,0,0,0
AL182017,PHILIPPE,2017,2017-10-28,22.2,-81.6,35,1000,90,120,0,0,0,0,0,0
AL182017,PHILIPPE,2017,2017-10-29,22.7,-81.2,30,1003,0,0,0,0,0,0,0,0
AL012018,ALBERTO,2018,2018-05-25,18.8,-87.1,30,1006,0,0,0,0,0,0,0,0
AL012018,ALBERTO,2018,2018-05-25,18.7,-86.5,30,1006,0,0,0,0,0,0,0,0
AL012018,ALBERTO,2018,2018-05-26,18.9,-85.9,30,1006,0,0,0,0,0,0,0,0
AL012018,ALBERTO,2018,2018-05-26,19.6,-85.7,30,1005,0,0,0,0,0,0,0,0
AL012018,ALBERTO,2018,2018-05-26,21.3,-85.6,30,1004,0,0,0,0,0,0,0,0
AL012018,ALBERTO,2018,2018-05-26,22.6,-85.3,35,1002,120,100,0,0,0,0,0,0
AL012018,ALBERTO,2018,2018-05-27,23.6,-84.8,35,1000,120,100,0,0,0,0,0,0
AL012018,ALBERTO,2018,2018-05-27,24.9,-84.3,35,998,120,100,0,0,0,0,0,0
AL012018,ALBERTO,2018,2018-05-27,26.6,-84.4,40,995,110,90,0,60,0,0,0,0
AL012018,ALBERTO,2018,2018-05-27,27.6,-85.0,45,992,100,80,40,70,0,0,0,0
AL012018,ALBERTO,2018,2018-05-28,28.2,-85.8,55,991,100,70,40,80,0,0,0,0
AL012018,ALBERTO,2018,2018-05-28,28.6,-86.0,55,990,90,70,50,90,0,0,0,0
AL012018,ALBERTO,2018,2018-05-28,29.1,-85.9,50,991,90,70,50,80,0,0,0,0
AL012018,ALBERTO,2018,2018-05-28,29.8,-85.9,45,991,80,60,40,70,0,0,0,0
AL012018,ALBERTO,2018,2018-05-28,30.3,-86.0,40,992,80,60,40,60,0,0,0,0
AL012018,ALBERTO,2018,2018-05-29,30.9,-86.1,30,993,0,0,0,0,0,0,0,0
AL012018,ALBERTO,2018,2018-05-29,31.9,-86.6,30,994,0,0,0,0,0,0,0,0
AL012018,ALBERTO,2018,2018-05-29,33.0,-87.0,30,996,0,0,0,0,0,0,0,0
AL012018,ALBERTO,2018,2018-05-29,34.2,-87.3,30,997,0,0,0,0,0,0,0,0
AL012018,ALBERTO,2018,2018-05-30,35.4,-87.6,30,998,0,0,0,0,0,0,0,0
AL012018,ALBERTO,2018,2018-05-30,36.7,-87.9,30,998,0,0,0,0,0,0,0,0
AL012018,ALBERTO,2018,2018-05-30,38.2,-87.7,30,998,0,0,0,0,0,0,0,0
AL012018,ALBERTO,2018,2018-05-30,39.9,-87.0,30,998,0,0,0,0,0,0,0,0
AL012018,ALBERTO,2018,2018-05-31,41.5,-86.0,30,997,0,0,0,0,0,0,0,0
AL012018,ALBERTO,2018,2018-05-31,43.5,-84.6,30,995,0,0,0,0,0,0,0,0
AL012018,ALBERTO,2018,2018-05-31,46.0,-83.3,30,995,0,0,0,0,0,0,0,0
AL022018,BERYL,2018,2018-07-04,10.0,-34.9,30,1008,0,0,0,0,0,0,0,0
AL022018,BERYL,2018,2018-07-04,10.1,-36.5,30,1008,0,0,0,0,0,0,0,0
AL022018,BERYL,2018,2018-07-05,10.1,-38.0,35,1007,0,0,0,30,0,0,0,0
AL022018,BERYL,2018,2018-07-05,10.1,-39.5,35,1007,30,0,0,30,0,0,0,0
AL022018,BERYL,2018,2018-07-05,10.2,-40.9,40,1005,30,0,0,30,0,0,0,0
AL022018,BERYL,2018,2018-07-05,10.3,-42.3,45,1003,30,0,0,30,0,0,0,0
AL022018,BERYL,2018,2018-07-06,10.3,-43.4,55,999,30,20,20,30,0,0,0,0
AL022018,BERYL,2018,2018-07-06,10.5,-44.6,70,991,30,20,20,30,10,0,0,10
AL022018,BERYL,2018,2018-07-06,10.7,-46.0,70,992,30,20,20,30,10,0,0,10
AL022018,BERYL,2018,2018-07-06,10.6,-47.3,65,993,30,20,20,30,10,0,0,10
AL022018,BERYL,2018,2018-07-07,10.7,-48.3,65,994,30,20,20,30,10,0,0,10
AL022018,BERYL,2018,2018-07-07,11.1,-49.3,65,995,30,20,20,30,10,0,0,10
AL022018,BERYL,2018,2018-07-07,11.7,-50.4,55,999,30,20,20,30,0,0,0,0
AL022018,BERYL,2018,2018-07-07,12.4,-52.0,45,1003,40,20,0,30,0,0,0,0
AL022018,BERYL,2018,2018-07-08,12.9,-53.6,45,1005,40,20,0,30,0,0,0,0
AL022018,BERYL,2018,2018-07-08,13.4,-55.2,45,1006,40,20,0,30,0,0,0,0
AL022018,BERYL,2018,2018-07-08,14.1,-56.9,45,1006,40,20,0,30,0,0,0,0
AL022018,BERYL,2018,2018-07-08,14.8,-59.2,40,1008,40,0,0,30,0,0,0,0
AL022018,BERYL,2018,2018-07-09,15.5,-61.3,35,1010,40,0,0,30,0,0,0,0
AL022018,BERYL,2018,2018-07-09,16.2,-63.2,35,1011,40,0,0,30,0,0,0,0
AL022018,BERYL,2018,2018-07-09,16.6,-65.3,35,1013,40,0,0,40,0,0,0,0
AL022018,BERYL,2018,2018-07-09,17.1,-67.1,35,1013,40,0,0,40,0,0,0,0
AL022018,BERYL,2018,2018-07-10,17.6,-68.9,35,1013,40,0,0,40,0,0,0,0
AL022018,BERYL,2018,2018-07-10,18.1,-70.5,30,1013,0,0,0,0,0,0,0,0
AL022018,BERYL,2018,2018-07-10,19.3,-71.6,30,1013,0,0,0,0,0,0,0,0
AL022018,BERYL,2018,2018-07-10,20.2,-72.4,30,1013,0,0,0,0,0,0,0,0
AL022018,BERYL,2018,2018-07-11,21.3,-73.0,25,1013,0,0,0,0,0,0,0,0
AL022018,BERYL,2018,2018-07-11,22.4,-73.6,25,1013,0,0,0,0,0,0,0,0
AL022018,BERYL,2018,2018-07-11,23.7,-73.8,25,1013,0,0,0,0,0,0,0,0
AL022018,BERYL,2018,2018-07-11,25.2,-73.8,25,1013,0,0,0,0,0,0,0,0
AL022018,BERYL,2018,2018-07-12,26.7,-73.6,25,1013,0,0,0,0,0,0,0,0
AL022018,BERYL,2018,2018-07-12,28.2,-73.1,25,1013,0,0,0,0,0,0,0,0
AL022018,BERYL,2018,2018-07-12,29.6,-72.4,25,1013,0,0,0,0,0,0,0,0
AL022018,BERYL,2018,2018-07-12,30.8,-71.6,25,1013,0,0,0,0,0,0,0,0
AL022018,BERYL,2018,2018-07-13,31.9,-70.7,25,1013,0,0,0,0,0,0,0,0
AL022018,BERYL,2018,2018-07-13,32.6,-70.1,25,1013,0,0,0,0,0,0,0,0
AL022018,BERYL,2018,2018-07-13,33.3,-69.4,25,1013,0,0,0,0,0,0,0,0
AL022018,BERYL,2018,2018-07-13,33.9,-68.6,25,1013,0,0,0,0,0,0,0,0
AL022018,BERYL,2018,2018-07-14,34.5,-68.0,25,1013,0,0,0,0,0,0,0,0
AL022018,BERYL,2018,2018-07-14,35.0,-67.3,30,1013,0,0,0,0,0,0,0,0
AL022018,BERYL,2018,2018-07-14,35.6,-66.2,35,1008,70,0,0,0,0,0,0,0
AL022018,BERYL,2018,2018-07-14,36.7,-65.5,35,1007,70,0,0,0,0,0,0,0
AL022018,BERYL,2018,2018-07-15,37.8,-65.5,35,1005,60,0,0,0,0,0,0,0
AL022018,BERYL,2018,2018-07-15,38.2,-65.4,35,1006,50,50,0,0,0,0,0,0
AL022018,BERYL,2018,2018-07-15,38.1,-65.1,35,1008,30,50,50,0,0,0,0,0
AL022018,BERYL,2018,2018-07-15,38.0,-64.3,35,1009,30,40,30,0,0,0,0,0
AL022018,BERYL,2018,2018-07-16,38.3,-63.1,35,1010,30,30,0,0,0,0,0,0
AL022018,BERYL,2018,2018-07-16,38.7,-61.8,35,1011,30,30,0,0,0,0,0,0
AL022018,BERYL,2018,2018-07-16,39.5,-60.2,35,1011,30,30,0,0,0,0,0,0
AL022018,BERYL,2018,2018-07-16,40.7,-58.5,35,1012,30,30,0,0,0,0,0,0
AL022018,BERYL,2018,2018-07-17,43.0,-57.1,30,1012,0,0,0,0,0,0,0,0
AL022018,BERYL,2018,2018-07-17,45.5,-55.7,30,1012,0,0,0,0,0,0,0,0
AL072018,GORDON,2018,2018-09-02,22.4,-77.0,25,1012,0,0,0,0,0,0,0,0
AL072018,GORDON,2018,2018-09-03,23.3,-78.2,25,1011,0,0,0,0,0,0,0,0
AL072018,GORDON,2018,2018-09-03,24.2,-79.4,30,1009,0,0,0,0,0,0,0,0
AL072018,GORDON,2018,2018-09-03,24.6,-80.0,35,1008,40,40,0,0,0,0,0,0
AL072018,GORDON,2018,2018-09-03,25.0,-80.5,45,1006,40,40,0,0,0,0,0,0
AL072018,GORDON,2018,2018-09-03,25.1,-80.7,45,1006,40,40,0,0,0,0,0,0
AL072018,GORDON,2018,2018-09-03,25.2,-80.9,45,1006,40,40,0,0,0,0,0,0
AL072018,GORDON,2018,2018-09-03,25.8,-81.9,50,1004,40,40,20,20,0,0,0,0
AL072018,GORDON,2018,2018-09-04,26.6,-83.3,55,1003,40,50,20,50,0,0,0,0
AL072018,GORDON,2018,2018-09-04,27.2,-84.9,55,1002,40,50,20,50,0,0,0,0
AL072018,GORDON,2018,2018-09-04,28.1,-86.2,55,1001,70,50,20,60,0,0,0,0
AL072018,GORDON,2018,2018-09-04,28.9,-87.2,60,1000,70,50,20,60,0,0,0,0
AL072018,GORDON,2018,2018-09-05,29.8,-88.0,60,999,70,50,20,50,0,0,0,0
AL072018,GORDON,2018,2018-09-05,30.4,-88.5,60,996,70,50,20,50,0,0,0,0
AL072018,GORDON,2018,2018-09-05,30.9,-88.9,45,1002,50,50,20,50,0,0,0,0
AL072018,GORDON,2018,2018-09-05,31.9,-89.8,30,1007,0,0,0,0,0,0,0,0
AL072018,GORDON,2018,2018-09-05,32.5,-90.4,25,1012,0,0,0,0,0,0,0,0
AL072018,GORDON,2018,2018-09-06,33.0,-90.9,20,1013,0,0,0,0,0,0,0,0
AL072018,GORDON,2018,2018-09-06,33.5,-91.4,20,1014,0,0,0,0,0,0,0,0
AL072018,GORDON,2018,2018-09-06,33.9,-91.7,15,1014,0,0,0,0,0,0,0,0
AL072018,GORDON,2018,2018-09-06,34.2,-91.9,15,1014,0,0,0,0,0,0,0,0
AL072018,GORDON,2018,2018-09-07,34.4,-92.0,15,1014,0,0,0,0,0,0,0,0
AL072018,GORDON,2018,2018-09-07,34.6,-92.1,15,1014,0,0,0,0,0,0,0,0
AL072018,GORDON,2018,2018-09-07,35.0,-92.2,15,1014,0,0,0,0,0,0,0,0
AL072018,GORDON,2018,2018-09-07,35.5,-92.3,15,1014,0,0,0,0,0,0,0,0
AL092018,ISAAC,2018,2018-09-07,13.5,-35.0,30,1007,0,0,0,0,0,0,0,0
AL092018,ISAAC,2018,2018-09-07,13.7,-34.9,30,1007,0,0,0,0,0,0,0,0
AL092018,ISAAC,2018,2018-09-08,13.9,-34.9,30,1007,0,0,0,0,0,0,0,0
AL092018,ISAAC,2018,2018-09-08,14.2,-35.2,30,1007,0,0,0,0,0,0,0,0
AL092018,ISAAC,2018,2018-09-08,14.4,-35.8,35,1006,0,0,0,40,0,0,0,0
AL092018,ISAAC,2018,2018-09-08,14.5,-36.3,40,1005,40,0,0,40,0,0,0,0
AL092018,ISAAC,2018,2018-09-09,14.4,-37.0,45,1002,40,20,20,40,0,0,0,0
AL092018,ISAAC,2018,2018-09-09,14.3,-37.7,50,1001,40,20,20,40,0,0,0,0
AL092018,ISAAC,2018,2018-09-09,14.3,-38.7,55,999,40,20,20,40,0,0,0,0
AL092018,ISAAC,2018,2018-09-09,14.4,-39.8,60,997,40,20,20,40,0,0,0,0
AL092018,ISAAC,2018,2018-09-10,14.5,-41.0,65,995,40,20,20,40,10,0,0,10
AL092018,ISAAC,2018,2018-09-10,14.5,-42.2,65,995,40,20,20,40,10,0,0,10
AL092018,ISAAC,2018,2018-09-10,14.4,-43.5,65,995,40,20,20,40,10,0,0,10
AL092018,ISAAC,2018,2018-09-10,14.4,-44.8,65,995,40,20,20,40,10,0,0,10
AL092018,ISAAC,2018,2018-09-11,14.5,-46.2,60,997,40,20,20,40,0,0,0,0
AL092018,ISAAC,2018,2018-09-11,14.6,-47.6,60,997,50,20,20,50,0,0,0,0
AL092018,ISAAC,2018,2018-09-11,14.6,-49.1,60,997,70,20,20,70,0,0,0,0
AL092018,ISAAC,2018,2018-09-11,14.6,-50.5,60,997,90,20,20,90,0,0,0,0
AL092018,ISAAC,2018,2018-09-12,14.5,-51.7,55,998,90,20,0,90,0,0,0,0
AL092018,ISAAC,2018,2018-09-12,14.6,-52.9,55,999,100,40,0,100,0,0,0,0
AL092018,ISAAC,2018,2018-09-12,14.9,-54.2,55,1001,120,60,0,140,0,0,0,0
AL092018,ISAAC,2018,2018-09-12,15.2,-55.7,50,1003,140,60,0,140,0,0,0,0
AL092018,ISAAC,2018,2018-09-13,15.3,-57.2,45,1004,140,90,0,140,0,0,0,0
AL092018,ISAAC,2018,2018-09-13,15.1,-58.9,40,1004,140,110,0,140,0,0,0,0
AL092018,ISAAC,2018,2018-09-13,14.9,-60.7,40,1004,140,110,0,120,0,0,0,0
AL092018,ISAAC,2018,2018-09-13,14.9,-62.3,35,1004,90,0,0,90,0,0,0,0
AL092018,ISAAC,2018,2018-09-14,14.9,-63.6,35,1004,70,0,0,0,0,0,0,0
AL092018,ISAAC,2018,2018-09-14,15.0,-64.8,35,1004,50,0,0,0,0,0,0,0
AL092018,ISAAC,2018,2018-09-14,15.2,-66.2,35,1004,50,50,0,0,0,0,0,0
AL092018,ISAAC,2018,2018-09-14,15.3,-67.6,35,1004,50,50,0,0,0,0,0,0
AL092018,ISAAC,2018,2018-09-15,15.4,-69.0,30,1006,0,0,0,0,0,0,0,0
AL122018,KIRK,2018,2018-09-22,7.7,-21.8,30,1007,0,0,0,0,0,0,0,0
AL122018,KIRK,2018,2018-09-22,8.1,-22.9,35,1005,20,0,0,20,0,0,0,0
AL122018,KIRK,2018,2018-09-22,8.5,-24.1,35,1005,30,0,0,20,0,0,0,0
AL122018,KIRK,2018,2018-09-23,8.9,-25.7,35,1005,30,0,0,0,0,0,0,0
AL122018,KIRK,2018,2018-09-23,9.1,-27.3,35,1005,40,0,0,0,0,0,0,0
AL122018,KIRK,2018,2018-09-23,9.2,-29.3,35,1005,60,0,0,0,0,0,0,0
AL122018,KIRK,2018,2018-09-23,9.3,-31.7,30,1006,0,0,0,0,0,0,0,0
AL122018,KIRK,2018,2018-09-24,9.4,-34.1,25,1007,0,0,0,0,0,0,0,0
AL122018,KIRK,2018,2018-09-24,9.6,-36.4,30,1007,0,0,0,0,0,0,0,0
AL122018,KIRK,2018,2018-09-24,9.8,-38.5,35,1007,80,0,0,80,0,0,0,0
AL122018,KIRK,2018,2018-09-24,10.0,-40.6,35,1007,120,0,0,120,0,0,0,0
AL122018,KIRK,2018,2018-09-25,10.3,-42.7,35,1007,140,0,0,60,0,0,0,0
AL122018,KIRK,2018,2018-09-25,10.7,-44.8,35,1007,140,0,0,0,0,0,0,0
AL122018,KIRK,2018,2018-09-25,11.0,-46.8,35,1007,140,0,0,0,0,0,0,0
AL122018,KIRK,2018,2018-09-25,11.3,-48.6,40,1006,140,0,0,0,0,0,0,0
AL122018,KIRK,2018,2018-09-26,11.5,-50.3,45,1005,120,90,0,40,0,0,0,0
AL122018,KIRK,2018,2018-09-26,11.8,-52.0,50,1004,100,90,0,40,0,0,0,0
AL122018,KIRK,2018,2018-09-26,12.1,-53.6,55,1002,100,90,0,60,0,0,0,0
AL122018,KIRK,2018,2018-09-26,12.5,-55.0,55,998,100,100,0,70,0,0,0,0
AL122018,KIRK,2018,2018-09-27,12.9,-56.4,50,1002,110,110,0,80,0,0,0,0
AL122018,KIRK,2018,2018-09-27,13.3,-57.7,50,1002,120,110,0,70,0,0,0,0
AL122018,KIRK,2018,2018-09-27,13.6,-58.7,50,998,120,110,0,60,0,0,0,0
AL122018,KIRK,2018,2018-09-27,14.0,-59.8,50,1000,120,110,0,60,0,0,0,0
AL122018,KIRK,2018,2018-09-28,13.8,-60.8,45,1002,130,130,0,60,0,0,0,0
AL122018,KIRK,2018,2018-09-28,13.8,-60.9,45,1002,130,130,0,60,0,0,0,0
AL122018,KIRK,2018,2018-09-28,13.3,-61.9,45,1005,100,100,0,60,0,0,0,0
AL122018,KIRK,2018,2018-09-28,13.6,-63.1,40,1007,90,90,0,0,0,0,0,0
AL122018,KIRK,2018,2018-09-28,14.4,-64.2,35,1007,90,90,0,0,0,0,0,0
AL052019,DORIAN,2019,2019-08-24,10.3,-46.4,25,1011,0,0,0,0,0,0,0,0
AL052019,DORIAN,2019,2019-08-24,10.4,-47.5,30,1010,0,0,0,0,0,0,0,0
AL052019,DORIAN,2019,2019-08-24,10.6,-48.7,35,1008,30,0,0,30,0,0,0,0
AL052019,DORIAN,2019,2019-08-25,10.8,-49.9,35,1008,30,0,0,30,0,0,0,0
AL052019,DORIAN,2019,2019-08-25,11.0,-51.0,35,1008,30,0,0,30,0,0,0,0
AL052019,DORIAN,2019,2019-08-25,11.2,-52.3,40,1007,30,0,0,30,0,0,0,0
AL052019,DORIAN,2019,2019-08-25,11.4,-53.5,45,1007,30,0,0,30,0,0,0,0
AL052019,DORIAN,2019,2019-08-26,11.6,-54.7,45,1007,40,30,30,40,0,0,0,0
AL052019,DORIAN,2019,2019-08-26,11.9,-56.0,45,1006,40,30,30,40,0,0,0,0
AL052019,DORIAN,2019,2019-08-26,12.2,-57.2,45,1006,40,30,30,40,0,0,0,0
AL052019,DORIAN,2019,2019-08-26,12.6,-58.3,45,1006,40,30,30,40,0,0,0,0
AL052019,DORIAN,2019,2019-08-27,13.0,-59.2,45,1005,40,30,30,40,0,0,0,0
AL052019,DORIAN,2019,2019-08-27,13.1,-59.4,45,1005,40,30,20,40,0,0,0,0
AL052019,DORIAN,2019,2019-08-27,13.5,-60.2,45,1005,40,30,20,40,0,0,0,0
AL052019,DORIAN,2019,2019-08-27,14.0,-60.9,45,1005,40,30,20,40,0,0,0,0
AL052019,DORIAN,2019,2019-08-27,14.2,-61.2,45,1005,40,30,20,40,0,0,0,0
AL052019,DORIAN,2019,2019-08-27,15.0,-62.0,45,1004,50,40,20,40,0,0,0,0
AL052019,DORIAN,2019,2019-08-28,15.7,-62.8,50,1003,50,40,20,40,0,0,0,0
AL052019,DORIAN,2019,2019-08-28,16.4,-63.5,55,1001,60,40,20,40,0,0,0,0
AL052019,DORIAN,2019,2019-08-28,17.3,-64.2,60,999,60,40,20,40,0,0,0,0
AL052019,DORIAN,2019,2019-08-28,17.8,-64.6,65,995,70,40,20,50,10,0,0,0
AL052019,DORIAN,2019,2019-08-28,18.4,-65.1,70,993,70,40,20,50,15,0,0,0
AL052019,DORIAN,2019,2019-08-29,19.2,-65.7,75,989,70,40,20,50,15,0,0,0
AL052019,DORIAN,2019,2019-08-29,20.0,-66.3,75,988,80,50,30,60,15,0,0,10
AL052019,DORIAN,2019,2019-08-29,21.0,-66.9,75,986,80,50,30,60,15,0,0,10
AL052019,DORIAN,2019,2019-08-29,22.0,-67.4,75,983,80,60,40,60,15,15,0,10
AL052019,DORIAN,2019,2019-08-30,22.8,-68.0,80,978,80,60,40,60,20,15,10,10
AL052019,DORIAN,2019,2019-08-30,23.5,-68.8,90,978,90,70,50,70,20,15,10,15
AL052019,DORIAN,2019,2019-08-30,24.3,-69.5,95,972,90,80,50,70,20,15,10,15
AL052019,DORIAN,2019,2019-08-30,24.8,-70.3,100,968,90,80,60,80,25,25,15,20
AL052019,DORIAN,2019,2019-08-31,25.3,-71.1,115,949,90,90,60,80,25,25,15,20
AL052019,DORIAN,2019,2019-08-31,25.6,-72.1,120,947,90,90,60,80,25,25,15,20
AL052019,DORIAN,2019,2019-08-31,25.9,-73.0,125,944,100,100,60,90,25,25,15,25
AL052019,DORIAN,2019,2019-08-31,26.1,-74.0,130,942,100,100,60,90,25,25,20,25
AL052019,DORIAN,2019,2019-09-01,26.3,-74.7,135,939,110,110,60,90,30,25,20,25
AL052019,DORIAN,2019,2019-09-01,26.4,-75.6,145,934,110,110,70,90,30,25,20,25
AL052019,DORIAN,2019,2019-09-01,26.5,-76.5,155,927,110,110,70,90,35,30,25,25
AL052019,DORIAN,2019,2019-09-01,26.5,-77.0,160,910,110,110,70,90,35,30,25,25
AL052019,DORIAN,2019,2019-09-01,26.5,-77.1,160,910,120,120,70,90,35,30,25,25
AL052019,DORIAN,2019,2019-09-02,26.6,-77.7,155,914,120,120,80,100,40,30,25,25
AL052019,DORIAN,2019,2019-09-02,26.6,-77.8,155,914,120,120,80,100,40,30,25,25
AL052019,DORIAN,2019,2019-09-02,26.6,-78.0,145,916,130,120,80,100,40,30,25,25
AL052019,DORIAN,2019,2019-09-02,26.7,-78.3,135,927,130,120,80,100,40,30,25,25
AL052019,DORIAN,2019,2019-09-02,26.8,-78.4,125,938,140,130,90,100,40,30,25,30
AL052019,DORIAN,2019,2019-09-03,26.9,-78.5,115,944,140,130,90,110,40,30,25,40
AL052019,DORIAN,2019,2019-09-03,27.0,-78.5,105,950,140,130,90,120,45,35,25,40
AL052019,DORIAN,2019,2019-09-03,27.1,-78.5,100,954,150,130,90,130,45,35,25,40
AL052019,DORIAN,2019,2019-09-03,27.6,-78.6,95,959,150,130,100,130,50,40,30,45
AL052019,DORIAN,2019,2019-09-04,28.1,-78.8,90,959,150,130,100,140,50,40,30,50
AL052019,DORIAN,2019,2019-09-04,28.8,-79.2,90,964,150,130,100,140,50,40,30,50
